_500_m_16_days_VI_Quality_2015321_aid0001,aid0001,2015-11-17,,883.0,298.0,,768005.0,3754.0,,38202.0,21261.0,,2581.0,29090.0,,,5.0,,28.0,,,4.0,,,3.0,15.0,,,,,,,,,,,3.0,,,,,,,,,478.0,122.0,,365.0,,,,,,,,,,8.0,,23.0,,,,,,,,,,,,,,,,,,2257.0,387.0,,14290.0,474.0,,185.0,94.0,,28.0,187.0,,4.0,14.0,,28.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,97093.0,8644.0,,7.0,6.0,,1.0,,,,,,,,,,,,22.0,55.0,,,,,,12.0,,,,,1019.0,966.0,,,,,1.0,4.0,,,,,,,17.0,,,10510.0,122.0,,65.0,,,15.0,4.0,,7.0,7.0,,19.0,,,19.0,,,43.0,18.0,,21.0,8.0,,85.0,,,,,,,,,15.0,,,,2.0,,,,,,,,46.0,25.0,,920.0,53.0,,5.0,1.0,,2.0,2.0,,17.0,14.0,,47.0,2.0,,3.0,,,5.0,2.0,,10.0,24.0,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,4.0,23.0,,,,,,6.0,,,
_500_m_16_days_VI_Quality_2015329_aid0001,aid0001,2015-11-25,,1820.0,,,920559.0,5057.0,,36512.0,1948.0,,2858.0,1113.0,,,,,42.0,2.0,,10.0,,,4.0,43.0,,,,,,,,,,,2.0,9.0,,,,,,,,10.0,5.0,,674.0,232.0,,,,,,,,3.0,3.0,,63.0,52.0,,,,,,,,,,,,,,,,,99.0,26.0,,19924.0,481.0,,191.0,18.0,,12.0,17.0,,1.0,,,125.0,62.0,,,1.0,,,8.0,,,,,,,,,,,,,,,,8373.0,,,426.0,57.0,,,,,,,,,,,,,,22.0,,,,,,14.0,,,,,,174.0,,,7.0,,,2.0,,,,,,,,,3.0,,1604.0,,,24.0,37.0,,5.0,,,,,,3.0,,,7.0,13.0,,10.0,9.0,,,,,3.0,25.0,,,,,,,,8.0,17.0,,47.0,21.0,,,,,,,,2.0,,,67.0,62.0,,2.0,,,,,,8.0,10.0,,20.0,25.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,4.0,,,,,,,,1.0,1.0,,,
_500_m_16_days_VI_Quality_2015337_aid0001,aid0001,2015-12-03,,370.0,,,892020.0,39009.0,,23797.0,18591.0,,1293.0,894.0,,,,,46.0,,,10.0,,,,35.0,,,,,,,,,7.0,,2.0,2.0,,,,,,,,3.0,11.0,,756.0,347.0,,,2.0,,,,,2.0,4.0,,38.0,23.0,,,1.0,,,,,,,,4.0,,,,1.0,,,29.0,,19432.0,1319.0,,133.0,72.0,,,2.0,,,12.0,,57.0,32.0,,,,,,,,,,,,,,,,,,,,,,3383.0,,,912.0,43.0,,,,,,,,,,,,,,7.0,,,,,,7.0,,,,,,9.0,,,6.0,,,,,,,,,,,,3.0,,43.0,,,22.0,37.0,,,1.0,,,,,,4.0,,6.0,12.0,,4.0,9.0,,,,,,36.0,,,,,,,,6.0,36.0,,5.0,15.0,,,,,,1.0,,1.0,,,38.0,50.0,,,,,,,,16.0,22.0,,3.0,14.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2015345_aid0001,aid0001,2015-12-11,,767.0,1822.0,,401717.0,258386.0,,163448.0,88960.0,,12820.0,20377.0,,106.0,799.0,,80.0,462.0,,36.0,583.0,,147.0,2052.0,,,,,,19.0,,184.0,4575.0,,17.0,1202.0,,,,,,,,,10.0,,290.0,585.0,,,7.0,,,,,4.0,4.0,,9.0,29.0,,,2.0,,,2.0,,,,,2.0,115.0,,,,,1.0,34.0,,6839.0,12180.0,,143.0,355.0,,8.0,131.0,,10.0,53.0,,17.0,217.0,,,15.0,,2.0,39.0,,,,,,1.0,,2.0,107.0,,,2.0,,,,8.0,371.0,,,,,22.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1373.0,,196.0,1083.0,,27.0,1780.0,,346.0,2616.0,,316.0,1835.0,,79.0,291.0,,3.0,1028.0,,1359.0,7258.0,,,24.0,,,30.0,,,,,,,,34.0,79.0,,,28.0,,,,,,1.0,,29.0,134.0,,10.0,164.0,,2.0,9.0,,2.0,37.0,,104.0,306.0,,5.0,86.0,,,6.0,,2.0,55.0,,17.0,882.0,,,,,56.0,1071.0,,1.0,2.0,,,,,,,,,9.0,,,,,10.0,,,,,,,,2.0,2.0,,,
_500_m_16_days_VI_Quality_2015353_aid0001,aid0001,2015-12-19,,883.0,66.0,,403569.0,127979.0,,245109.0,74452.0,,36179.0,24206.0,,2.0,13.0,,44.0,15.0,,,20.0,,,,,,,,,,,,1.0,,,3.0,,,,,,,,114.0,,,392.0,255.0,,,,,,1.0,,12.0,,,,1.0,,,,,,,,,,,,6.0,,,,,214.0,14.0,,8266.0,9606.0,,32.0,212.0,,13.0,140.0,,17.0,5.0,,24.0,44.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,52477.0,5962.0,,238.0,85.0,,2.0,4.0,,,,,,,,,,,175.0,81.0,,,,,34.0,4.0,,,,,1286.0,619.0,,9.0,,,19.0,3.0,,,,,,,5.0,2.0,,9413.0,13.0,,,9.0,,,8.0,,,5.0,,,18.0,,2.0,16.0,,,1.0,,,11.0,,,39.0,,,,,,,,,42.0,,,1.0,,,,,,,,7.0,8.0,,321.0,58.0,,,,,,,,4.0,30.0,,,20.0,,,,,,,,27.0,,,,,,,12.0,,,,,,,15.0,,,,,9.0,37.0,,,,14.0,,8.0,7.0,,,,,13.0,23.0,,,
_500_m_16_days_VI_Quality_2015361_aid0001,aid0001,2015-12-27,,15083.0,558.0,,16062.0,3157.0,,18193.0,145.0,,20494.0,1395.0,,62.0,44.0,,13.0,4.0,,,,,63.0,27.0,,,,,,,,2.0,15.0,,,,,,,,,,,328.0,11.0,,111.0,,,,,,,,,30.0,4.0,,,,,,,,,,,,,,6.0,11.0,,,,,3634.0,108.0,,1765.0,276.0,,72.0,12.0,,76.0,17.0,,29.0,9.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,894377.0,8515.0,,264.0,219.0,,39.0,75.0,,,2.0,,,,,,,,364.0,12.0,,,,,29.0,22.0,,,,,14067.0,439.0,,,,,31.0,66.0,,,,,,,81.0,36.0,,754.0,11.0,,4.0,,,28.0,46.0,,161.0,38.0,,8.0,6.0,,5.0,4.0,,15.0,46.0,,20.0,,,,,,,,,,,,46.0,3.0,,,,,,,,,,,39.0,6.0,,54.0,2.0,,,,,,,,59.0,12.0,,,1.0,,,,,,,,393.0,23.0,,27.0,,,82.0,81.0,,,,,,6.0,57.0,,,,,30.0,162.0,,,,5.0,,167.0,26.0,,,,,48.0,176.0,,,
_500_m_16_days_VI_Quality_2016001_aid0001,aid0001,2016-01-01,,20197.0,215.0,,69987.0,22252.0,,61297.0,14377.0,,19752.0,13339.0,,3.0,12.0,,,8.0,,4.0,,,,15.0,,,,,,,,,,,,,,,,,,,,148.0,77.0,,124.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,1581.0,396.0,,5271.0,1222.0,,332.0,62.0,,137.0,75.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,731962.0,25162.0,,77.0,171.0,,7.0,18.0,,,,,,,,,,,459.0,253.0,,,,,2.0,12.0,,,,,10016.0,1531.0,,6.0,71.0,,2.0,26.0,,,,,,,18.0,30.0,,1498.0,,,,,,,,,19.0,23.0,,2.0,,,,,,,,,2.0,7.0,,,,,,,,,,,6.0,17.0,,,,,,,,,,,27.0,17.0,,41.0,,,,,,,,,13.0,23.0,,,,,,,,,1.0,,182.0,46.0,,5.0,,,17.0,71.0,,,,,,1.0,4.0,,,,,26.0,69.0,,,,5.0,,133.0,14.0,,,,,13.0,85.0,,,
_500_m_16_days_VI_Quality_2016009_aid0001,aid0001,2016-01-09,,19496.0,3225.0,,70455.0,21954.0,,62338.0,14375.0,,19497.0,13388.0,,1486.0,1378.0,,82.0,115.0,,36.0,25.0,,257.0,443.0,,1.0,,,,,,145.0,498.0,,13.0,6.0,,,,,,,,99.0,22.0,,3.0,4.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,1019.0,353.0,,4762.0,1528.0,,476.0,66.0,,151.0,102.0,,34.0,44.0,,11.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,657152.0,36980.0,,15.0,79.0,,827.0,1070.0,,,,,,,,,,,740.0,255.0,,,3.0,,,,,,,,9507.0,1748.0,,82.0,184.0,,17.0,13.0,,,,,,,2620.0,756.0,,1567.0,658.0,,534.0,520.0,,1487.0,516.0,,3306.0,2452.0,,16.0,71.0,,56.0,92.0,,1595.0,623.0,,2.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,2.0,,172.0,12.0,,50.0,13.0,,1.0,2.0,,4.0,5.0,,96.0,81.0,,12.0,,,,,,2.0,1.0,,27104.0,2572.0,,5.0,,,5788.0,2643.0,,,,,,54.0,104.0,,,,,2.0,6.0,,,,9.0,,463.0,224.0,,9.0,,,96.0,131.0,,,
_500_m_16_days_VI_Quality_2016017_aid0001,aid0001,2016-01-17,12156.0,19800.0,2479.0,101511.0,60000.0,77969.0,14384.0,41061.0,24659.0,1761.0,5214.0,10628.0,,529.0,623.0,1.0,10.0,94.0,1.0,8.0,,,28.0,22.0,,,,,,,,24.0,215.0,,9.0,,,,,,,,,2.0,,6.0,14.0,67.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,576.0,473.0,142.0,2247.0,3892.0,1909.0,85.0,155.0,143.0,10.0,53.0,111.0,,11.0,45.0,1.0,15.0,11.0,2.0,,,,5.0,,,,,,,,,,7.0,,,,,,22066.0,505369.0,56267.0,23.0,110.0,13.0,2.0,464.0,272.0,,,,,,,,4.0,8.0,4.0,689.0,152.0,38.0,,6.0,,9.0,5.0,,,,143.0,8348.0,1184.0,60.0,143.0,115.0,,35.0,11.0,,3.0,,,,51.0,1279.0,66.0,678.0,667.0,4.0,165.0,163.0,13.0,61.0,69.0,8.0,16.0,538.0,753.0,,32.0,,,42.0,,2.0,79.0,58.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,100.0,15.0,39.0,25.0,9.0,1.0,,,2.0,5.0,,,62.0,41.0,3.0,6.0,2.0,,,,,4.0,5.0,22.0,13122.0,1907.0,8.0,9.0,,8.0,1858.0,992.0,,,,,2.0,143.0,99.0,,,,,6.0,6.0,,,,4.0,12.0,738.0,155.0,,23.0,,,99.0,116.0,,,
_500_m_16_days_VI_Quality_2016025_aid0001,aid0001,2016-01-25,18881.0,15847.0,1428.0,266478.0,39021.0,16506.0,24718.0,10656.0,2296.0,4856.0,1691.0,1411.0,113.0,186.0,233.0,117.0,4.0,,120.0,5.0,8.0,94.0,13.0,14.0,,2.0,20.0,1.0,,,204.0,365.0,1610.0,69.0,,,,,,,,,8.0,2.0,2.0,97.0,9.0,32.0,,,,,,,3.0,5.0,2.0,45.0,2.0,3.0,,,,,,,,,,2.0,1.0,6.0,,,,838.0,189.0,171.0,8654.0,841.0,266.0,159.0,44.0,7.0,38.0,5.0,12.0,13.0,40.0,42.0,124.0,8.0,13.0,3.0,,,3.0,5.0,8.0,,,,,,,8.0,4.0,20.0,,,1.0,,,229959.0,213683.0,94682.0,67.0,11.0,,18.0,788.0,2263.0,1.0,,,,1.0,1.0,5.0,133.0,379.0,127.0,523.0,6.0,36.0,,,2.0,42.0,5.0,,,,2862.0,3499.0,981.0,67.0,27.0,,,125.0,38.0,3.0,,,4.0,2.0,311.0,416.0,141.0,1135.0,672.0,,117.0,36.0,3.0,82.0,17.0,1.0,425.0,601.0,419.0,44.0,,1.0,211.0,3.0,,85.0,20.0,41.0,,2.0,,,1.0,,,,,,,,2.0,12.0,1.0,10.0,9.0,,,,,,,,5.0,104.0,2.0,74.0,10.0,,6.0,,,,,,39.0,180.0,60.0,44.0,2.0,3.0,8.0,,,4.0,1.0,,3447.0,7608.0,6389.0,8.0,5.0,,451.0,3421.0,5588.0,,,,,8.0,29.0,26.0,,,,5.0,91.0,24.0,,,,10.0,185.0,502.0,290.0,,7.0,,18.0,198.0,396.0,,,
_500_m_16_days_VI_Quality_2016033_aid0001,aid0001,2016-02-02,28295.0,1156.0,26.0,222045.0,12965.0,187.0,46948.0,4034.0,5.0,19880.0,4726.0,,689.0,77.0,43.0,49.0,,,21.0,,,78.0,94.0,,14.0,,,,,,483.0,35.0,80.0,4.0,,,,,,,,,1.0,,,69.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,892.0,11.0,,9543.0,66.0,3.0,273.0,5.0,,201.0,8.0,,18.0,,7.0,59.0,,,2.0,,,8.0,,,1.0,,,,,,,,2.0,,,,,,617848.0,10427.0,626.0,215.0,,,525.0,208.0,126.0,,,,,,,2.0,2.0,13.0,791.0,261.0,,4.0,,,,,,1.0,,,9178.0,680.0,32.0,148.0,,,15.0,,,,,,,,544.0,33.0,11.0,266.0,3.0,,12.0,,,95.0,65.0,,783.0,109.0,40.0,49.0,,,14.0,,,107.0,134.0,,,,,6.0,,,,,,,,,1.0,,,4.0,,,,,,,,,7.0,,,58.0,,,4.0,,,,,,12.0,,9.0,19.0,,,,,,3.0,,,3709.0,505.0,56.0,,,,1397.0,472.0,70.0,5.0,,,,72.0,,,,,,24.0,,,1.0,,,3.0,131.0,,,1.0,,,39.0,,4.0,4.0,,
_500_m_16_days_VI_Quality_2016041_aid0001,aid0001,2016-02-10,3621.0,442.0,,130020.0,372000.0,,21356.0,70360.0,,6953.0,70659.0,,3.0,8.0,,2.0,10.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,193.0,,,5.0,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,52.0,8.0,,7187.0,7301.0,,128.0,315.0,,58.0,174.0,,,,,10.0,31.0,,,3.0,,,,,,,,,3.0,,,,,,,,,,304063.0,622.0,,57.0,12.0,,,6.0,,,,,,,,,,,862.0,,,,,,,,,,,,5872.0,5.0,,162.0,41.0,,,,,1.0,,,,,,35.0,,39.0,40.0,,,4.0,,,,,,9.0,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,1.0,3.0,,,,,,,,1.0,,,88.0,6.0,,1.0,,,,,,,2.0,,7.0,4.0,,,,,,,,83.0,19.0,,,,,,7.0,,,,,,23.0,,,,,,12.0,,,,,,11.0,57.0,,,,,,11.0,,,,,
_500_m_16_days_VI_Quality_2016049_aid0001,aid0001,2016-02-18,24495.0,2174.0,,577502.0,111228.0,,190004.0,6154.0,,39457.0,9939.0,,16.0,,,7.0,8.0,,2.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,7.0,13.0,,255.0,216.0,,,2.0,,,5.0,,13.0,28.0,,37.0,85.0,,,1.0,,,,,,,,,2.0,,,,,564.0,106.0,,15898.0,1949.0,,216.0,34.0,,94.0,104.0,,5.0,16.0,,48.0,81.0,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,10308.0,8644.0,9.0,2.0,8.0,,,,,,,,,,,,,,331.0,65.0,43.0,,,,,,,,,,830.0,520.0,31.0,23.0,34.0,,,2.0,,,,,,,,,,659.0,76.0,,4.0,,,15.0,6.0,,,,,,1.0,,,,,,6.0,,,14.0,,19.0,7.0,,,,,,,,14.0,64.0,,16.0,24.0,,,,,,1.0,,,9.0,,176.0,21.0,,4.0,,,,,,25.0,36.0,,8.0,26.0,,2.0,3.0,,,15.0,,58.0,6.0,,6.0,,,,1.0,,,,,,43.0,9.0,,,,,,,,,,,5.0,65.0,29.0,,,,,,3.0,,,,
_500_m_16_days_VI_Quality_2016057_aid0001,aid0001,2016-02-26,,299.0,,739244.0,47363.0,,188769.0,1520.0,,338.0,909.0,,,,,24.0,15.0,,10.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,15.0,,395.0,120.0,,1.0,1.0,,2.0,2.0,,1.0,14.0,,103.0,37.0,,,,,1.0,,,,,,,3.0,,5.0,,,38.0,18.0,,19611.0,745.0,,428.0,16.0,,20.0,43.0,,,13.0,,231.0,53.0,,24.0,2.0,,,14.0,,,,,,,,1.0,3.0,,1.0,1.0,,,,,1242.0,,,9.0,,,,,,,,,,,,,,27.0,56.0,,,,,,,,,9.0,,51.0,97.0,,,16.0,,,,,,,,,,,2.0,,209.0,8.0,,89.0,3.0,,6.0,15.0,,1.0,2.0,,,2.0,,6.0,2.0,,2.0,28.0,,,16.0,,18.0,34.0,,,,,,2.0,,22.0,119.0,,17.0,46.0,,,,,,5.0,,,14.0,,47.0,61.0,,4.0,3.0,,,4.0,,29.0,63.0,,27.0,32.0,,5.0,,,3.0,14.0,,,1.0,,,,,,,,,,,,,51.0,,,,,,29.0,,,,,12.0,,82.0,,,,,,8.0,,,,
_500_m_16_days_VI_Quality_2016065_aid0001,aid0001,2016-03-05,52.0,71.0,,471272.0,156521.0,,313043.0,25878.0,,3624.0,4210.0,,,,,6.0,21.0,,20.0,85.0,,9.0,92.0,,,,,,,,,,,1.0,,,,,,,,,,,,342.0,144.0,,1.0,2.0,,,1.0,,8.0,5.0,,102.0,57.0,,,,,,3.0,,,,,,,,5.0,4.0,,9.0,1.0,,16728.0,2521.0,,510.0,83.0,,30.0,30.0,,4.0,,,163.0,53.0,,4.0,5.0,,,7.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,,,,,,3.0,,,,,14.0,2.0,,,13.0,,,,,,,,,,1.0,3.0,,996.0,349.0,,1811.0,1173.0,,185.0,446.0,,2.0,6.0,,11.0,6.0,,122.0,70.0,,218.0,415.0,,,15.0,,45.0,75.0,,,,,,,,44.0,154.0,,81.0,89.0,,,,,,6.0,,,36.0,,200.0,229.0,,6.0,18.0,,4.0,16.0,,39.0,116.0,,109.0,131.0,,12.0,6.0,,12.0,35.0,,,,,,,,,,,,,,,,23.0,,,,,,1.0,,,,,,,3.0,,,,,,,,,,
_500_m_16_days_VI_Quality_2016073_aid0001,aid0001,2016-03-13,8.0,,,265541.0,289353.0,,194523.0,230143.0,,89.0,142.0,,,,,3.0,8.0,,4.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,457.0,311.0,,1.0,3.0,,,,,4.0,,,65.0,101.0,,1.0,1.0,,2.0,,,,,,,,,3.0,9.0,,81.0,,,15197.0,4996.0,,352.0,477.0,,1.0,,,5.0,,,66.0,142.0,,3.0,25.0,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,3.0,18.0,,10.0,6.0,,4.0,5.0,,,2.0,,5.0,2.0,,4.0,,,5.0,5.0,,2.0,8.0,,2.0,33.0,,,,,,1.0,,33.0,23.0,,65.0,44.0,,,,,,5.0,,3.0,9.0,,49.0,31.0,,3.0,4.0,,,1.0,,16.0,36.0,,57.0,43.0,,,1.0,,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016081_aid0001,aid0001,2016-03-21,7.0,,,392770.0,304536.0,,226793.0,56232.0,,4.0,2.0,,,,,2.0,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,544.0,407.0,,,1.0,,,,,3.0,,,61.0,134.0,,,4.0,,,,,,,,,,,,,,50.0,,,18124.0,2538.0,,67.0,71.0,,1.0,,,1.0,,,23.0,134.0,,3.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,1.0,,3.0,,,6.0,,,,,,,,,31.0,3.0,,17.0,30.0,,,,,,,,6.0,,,13.0,7.0,,2.0,,,,,,6.0,,,15.0,38.0,,,5.0,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016089_aid0001,aid0001,2016-03-29,,,,674864.0,119183.0,,183545.0,2948.0,,5.0,13.0,,,,,,2.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,679.0,400.0,,,1.0,,,,,,,,23.0,78.0,,,,,,,,,,,,,,,,,,,,19259.0,1672.0,,169.0,25.0,,,,,,,,41.0,69.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,21.0,5.0,,,,,,,,8.0,5.0,,2.0,25.0,,,,,,3.0,,1.0,,,9.0,3.0,,,,,,,,4.0,15.0,,1.0,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016097_aid0001,aid0001,2016-04-06,,,,657732.0,64901.0,,253841.0,3987.0,,36.0,19.0,,,,,2.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,408.0,,1.0,2.0,,,,,,1.0,,42.0,47.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,19807.0,1110.0,,144.0,39.0,,2.0,3.0,,,,,28.0,35.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,3.0,7.0,,,,,,,,7.0,13.0,,36.0,17.0,,,,,,3.0,,,4.0,,6.0,2.0,,,1.0,,,,,13.0,8.0,,27.0,17.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,12.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016105_aid0001,aid0001,2016-04-14,6.0,3.0,,275274.0,29841.0,,569657.0,62007.0,,22081.0,11173.0,,6.0,4.0,,23.0,2.0,,121.0,4.0,,505.0,262.0,,,,,,1.0,,22.0,28.0,,,,,,,,,7.0,,,3.0,,530.0,267.0,,13.0,3.0,,,1.0,,,4.0,,87.0,96.0,,4.0,6.0,,,4.0,,,,,2.0,3.0,,1.0,1.0,,,,,16046.0,3139.0,,994.0,140.0,,83.0,48.0,,,10.0,,107.0,60.0,,3.0,12.0,,3.0,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.0,,60.0,2.0,,2651.0,131.0,,2002.0,933.0,,38.0,8.0,,24.0,4.0,,214.0,7.0,,1589.0,1825.0,,,,,20.0,21.0,,,,,,,,25.0,39.0,,57.0,123.0,,,,,,7.0,,,4.0,,84.0,53.0,,37.0,3.0,,17.0,13.0,,38.0,52.0,,82.0,93.0,,3.0,5.0,,30.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016113_aid0001,aid0001,2016-04-22,,,,372532.0,273567.0,,294216.0,40193.0,,49.0,25.0,,,,,,1.0,,5.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,470.0,539.0,,,,,,1.0,,,,,23.0,76.0,,,2.0,,,4.0,,,,,,,,,,,,1.0,,16067.0,4399.0,,279.0,76.0,,2.0,22.0,,,,,37.0,109.0,,1.0,12.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,,2.0,5.0,,5.0,8.0,,,,,,3.0,,4.0,4.0,,5.0,22.0,,,,,6.0,24.0,,,,,,,,6.0,23.0,,21.0,64.0,,,,,,1.0,,,,,13.0,43.0,,3.0,2.0,,3.0,3.0,,1.0,10.0,,18.0,35.0,,2.0,2.0,,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016121_aid0001,aid0001,2016-04-30,,6.0,,230095.0,456924.0,,264476.0,28475.0,,172.0,5.0,,,,,1.0,4.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,573.0,440.0,,6.0,1.0,,,,,2.0,,,18.0,77.0,,2.0,,,,,,,,,,,,,,,,,,16521.0,4436.0,,363.0,77.0,,3.0,3.0,,,2.0,,7.0,69.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,11.0,,3.0,,,2.0,2.0,,,,,2.0,,,4.0,2.0,,3.0,7.0,,,,,1.0,30.0,,,,,,,,9.0,17.0,,13.0,71.0,,,1.0,,,,,6.0,,,33.0,42.0,,3.0,,,1.0,2.0,,5.0,12.0,,7.0,37.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016129_aid0001,aid0001,2016-05-08,,,,366133.0,217518.0,,341862.0,51326.0,,2312.0,1482.0,,,,,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,651.0,251.0,,1.0,,,,4.0,,,,,59.0,93.0,,,,,,,,,,,,,,,,,3.0,2.0,,18371.0,2102.0,,231.0,155.0,,3.0,13.0,,,1.0,,72.0,55.0,,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,1.0,5.0,,2.0,3.0,,,,,,,,,2.0,,,2.0,,3.0,1.0,,12.0,20.0,,,,,,,,8.0,24.0,,46.0,70.0,,,,,,,,4.0,2.0,,44.0,41.0,,1.0,2.0,,,2.0,,3.0,7.0,,18.0,30.0,,,1.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016137_aid0001,aid0001,2016-05-16,,,,664457.0,109312.0,,182941.0,23583.0,,283.0,216.0,,,,,7.0,,,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,693.0,331.0,,1.0,2.0,,,2.0,,2.0,,,73.0,65.0,,,,,,1.0,,,,,,,,,,,,,,18966.0,1295.0,,354.0,44.0,,3.0,8.0,,2.0,,,77.0,62.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,2.0,,,,,,5.0,,,,,,,,2.0,,,2.0,,,,,,7.0,31.0,,,,,,,,2.0,12.0,,33.0,19.0,,,,,,,,,,,36.0,18.0,,1.0,,,,1.0,,3.0,40.0,,50.0,30.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
_500_m_16_days_VI_Quality_2016145_aid0001,aid0001,2016-05-24,,,,689399.0,105650.0,,172170.0,12946.0,,253.0,162.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,321.0,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,20405.0,724.0,,79.0,23.0,,,,,2.0,,,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,13.0,,,,,,,,2.0,4.0,,13.0,26.0,,,,,,2.0,,,,,3.0,18.0,,3.0,,,,,,1.0,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
